make_id,model_id,year,cylinder_capacity,km,color,region,price,fuel_type_id,transmission_id,traction_id,age
31,385,2018,0,67000,3,2,12190000,0,0,0,6
11,820,2019,1800,31539,-1,0,8790000,0,0,0,5
11,908,2008,0,117162,-1,4,3000000,0,0,-1,16
63,771,2016,800,92200,-1,2,20990000,0,1,1,8
11,169,2019,2500,81062,1,2,13800000,1,0,1,5
61,750,2018,1400,85016,-1,6,7490000,0,0,-1,6
27,353,2017,1400,73000,-1,0,7500000,0,0,0,7
42,1185,2015,0,77000,-1,7,38750000,0,1,-1,9
63,6061,2022,1200,7300,15,3,12590000,0,1,0,2
64,776,2021,1600,30785,-1,6,9490000,0,0,-1,3
60,728,2018,2000,68000,-1,1,16200000,0,1,1,6
59,721,2015,2000,162000,-1,6,6600000,0,0,-1,9
13,201,2017,1200,77000,1,5,7990000,0,0,0,7
33,400,2013,1400,187000,-1,3,5500000,0,0,0,11
11,944,2018,1200,36500,-1,0,5850000,0,0,0,6
47,622,2021,0,102264,-1,1,15000000,1,0,0,3
55,698,2011,1600,150000,-1,3,3700000,0,0,-1,13
33,1161,2019,2200,68000,4,0,27990000,1,1,0,5
55,698,2005,1500,177000,-1,0,2690000,0,0,0,19
11,156,2024,3000,1,-1,0,63772100,1,1,1,0
45,602,2014,2500,236000,-1,1,9990000,1,0,1,10
11,820,2019,1800,67000,-1,3,9690000,0,0,-1,5
49,1360,2008,0,68000,-1,3,15990000,1,1,-1,16
20,293,2018,3500,80000,-1,14,31000000,0,1,0,6
65,795,2021,2000,31000,-1,0,47490000,2,1,1,3
43,5586,2022,0,27800,-1,0,9990000,0,1,-1,2
47,622,2015,2500,298000,0,4,8500000,1,0,0,9
27,353,2014,1400,130000,0,0,7000000,0,0,0,10
49,659,2006,0,145000,-1,3,3000000,0,0,-1,18
40,472,2019,2500,83000,6,0,21990000,0,1,1,5
10,5882,2022,0,15000,-1,1,8490000,0,0,-1,2
40,470,2013,1600,109,-1,0,6900000,0,0,0,11
64,780,2022,1600,42000,6,0,7190000,0,0,0,2
52,5600,2019,0,54500,-1,3,11000000,0,0,-1,5
11,158,2013,1400,128000,-1,6,4200000,0,0,0,11
20,287,2022,2000,60000,-1,11,21990000,0,1,1,2
42,564,2018,0,64000,8,1,28490000,0,1,-1,6
33,395,2018,1600,114000,-1,10,9650000,0,0,-1,6
47,613,2008,4000,260000,-1,1,4000000,1,0,-1,16
72,1408,2021,1500,42000,5,0,9490000,0,0,0,3
16,241,2014,3600,166000,-1,0,11850000,0,1,-1,10
49,657,2017,1600,115500,0,5,9990000,1,0,0,7
6,122,2016,1600,101000,-1,0,12400000,0,0,-1,8
44,6078,2019,0,34880,5,0,22480000,0,1,-1,5
42,575,2016,1600,60000,-1,4,17500000,0,1,0,8
11,169,2017,2500,133000,-1,9,13500000,1,0,1,7
26,5564,2022,1500,29000,6,0,12090000,0,1,-1,2
11,149,2023,3600,12000,-1,0,42000000,0,1,1,1
4,43,2019,2000,95000,-1,6,33490000,0,1,1,5
40,468,2013,2000,140000,-1,0,8500000,0,1,0,11
45,602,2022,2400,41500,0,2,28790000,1,0,1,2
59,719,2014,2000,130000,-1,0,7900000,1,0,-1,10
20,299,2019,1500,80000,-1,2,12000000,1,0,0,5
63,763,2012,1600,119000,-1,0,5500000,0,0,0,12
63,762,2023,2400,20748,8,6,29490000,1,0,0,1
23,824,2013,5000,85000,-1,0,6200000,0,0,-1,11
11,162,2006,1700,250000,-1,6,2300000,1,0,-1,18
11,169,2011,0,272000,-1,6,10500000,1,0,-1,13
47,1454,2018,0,118000,-1,0,18480000,1,1,1,6
47,609,2021,2500,47000,-1,6,16000000,0,1,0,3
20,293,2016,0,146000,-1,0,24000000,0,1,-1,8
33,408,2007,2900,740000,-1,14,2500000,1,1,-1,17
59,721,2017,0,25000,-1,0,11480000,1,0,-1,7
63,760,2019,2000,89000,0,8,12980000,0,1,0,5
33,5994,2023,0,49627,-1,0,12790000,0,0,-1,1
4,53,2022,0,28131,-1,0,27990000,0,1,-1,2
9,1713,2015,1200,68000,-1,0,4500000,0,0,-1,9
52,683,2014,2500,143500,-1,0,6900000,0,1,0,10
27,1691,2021,1200,93091,-1,0,6290000,0,0,0,3
63,756,2005,0,210000,-1,0,2500000,0,0,0,19
16,240,2011,2700,160000,-1,0,6590000,0,1,0,13
63,760,2018,2000,10,-1,0,15000000,0,0,0,6
65,5569,2019,6900,18279,-1,0,24980000,0,1,1,5
11,1693,2022,1200,20700,12,4,9890000,0,0,0,2
11,173,2012,3700,207000,-1,0,8590000,0,1,1,12
63,760,2019,2000,86000,-1,8,13990000,0,0,0,5
6,117,2010,2000,116000,-1,8,9700000,0,1,-1,14
11,908,2013,0,125000,-1,6,4100000,0,0,-1,11
34,5679,2013,0,99500,-1,0,10990000,0,1,-1,11
45,598,2023,2500,11000,-1,0,27000000,0,1,1,1
33,5885,2021,1400,72000,-1,6,8200000,0,0,0,3
42,564,2017,0,44000,-1,0,30000000,0,1,-1,7
49,642,2019,1600,40000,0,5,8990000,1,0,0,5
42,5872,2020,2000,41000,-1,0,34990000,0,1,-1,4
11,908,2011,0,133000,-1,0,4300000,0,0,-1,13
27,353,2012,1400,104600,-1,0,6000000,0,0,0,12
10,5882,2019,1500,35805,-1,0,6790000,0,0,-1,5
9,6067,2022,0,8391,3,0,19190000,0,1,-1,2
19,835,2018,2300,225921,-1,4,11599990,1,0,0,6
45,602,2021,2400,79823,-1,9,16900000,1,0,1,3
50,664,2009,0,118000,3,0,13890000,0,1,1,15
27,353,2005,1600,283503,-1,0,2950000,0,0,0,19
61,748,2011,1000,270000,-1,3,4500000,0,0,0,13
63,760,2015,2000,125031,-1,11,9990000,0,0,0,9
61,738,1997,1300,81000,-1,0,8900000,0,0,-1,27
61,750,2018,1400,81000,-1,0,7300000,0,0,0,6
59,717,2022,2200,25000,-1,0,32500000,1,1,1,2
33,410,2023,9600,15000,-1,0,9600000,0,0,-1,1
63,756,2014,0,155768,5,2,4990000,0,0,-1,10
36,441,2014,1800,148000,-1,0,4000000,0,0,-1,10
45,606,2021,2000,36500,-1,0,17000000,0,1,1,3
26,330,2017,0,100000,-1,0,1000000,0,0,-1,7
42,571,2013,1800,139500,-1,0,9500000,0,1,0,11
48,5884,2021,1500,114000,-1,6,15990000,1,1,-1,3
47,610,2021,1600,27500,-1,0,11980000,0,1,1,3
49,810,2016,0,128000,-1,4,7590000,0,0,-1,8
63,760,2012,0,190000,-1,0,7990000,0,1,-1,12
49,657,2021,1600,35200,-1,11,20000000,0,1,0,3
42,5710,2016,0,28000,1,0,44900000,0,1,-1,8
40,1447,2018,2000,57423,-1,0,13890000,0,1,1,6
20,293,2013,0,205000,-1,2,15990000,0,1,-1,11
59,1450,2022,6800,6890,-1,0,13230000,0,1,0,2
63,756,2022,0,11111,-1,3,11400000,0,0,-1,2
20,291,2018,1600,42429,-1,0,7590000,0,0,-1,6
13,213,2013,1600,154000,-1,0,4000000,1,0,0,11
63,760,2022,2000,18000,-1,6,19500000,0,0,0,2
6,5950,2024,4400,3000,1,0,117990000,0,1,1,0
60,723,2023,2000,407,-1,4,20990000,0,1,1,1
45,602,2000,2000,276094,-1,11,3500000,0,0,0,24
61,736,2018,0,52000,-1,11,6600000,0,0,-1,6
52,5600,2019,0,63000,-1,0,10500000,0,0,-1,5
52,679,2007,1600,0,-1,0,2200000,0,0,-1,17
27,353,2022,1400,20000,-1,0,10500000,0,0,0,2
45,599,2019,2400,73000,-1,0,19000000,1,1,0,5
64,1372,2023,0,17738,6,0,8390000,0,0,-1,1
20,291,2012,1600,54415,-1,0,6990000,0,0,0,12
63,763,2023,0,19617,-1,0,18290000,0,1,-1,1
50,662,2016,3000,49500,0,0,39900000,3,1,0,8
45,602,2018,2400,150000,-1,3,11100000,1,0,1,6
20,1407,2018,2500,60000,6,0,12490000,0,1,0,6
33,396,2015,2200,140000,-1,0,12000000,1,1,-1,9
52,686,2018,0,86000,-1,11,7990000,0,0,-1,6
49,642,2014,1600,128000,-1,0,5680000,1,0,-1,10
13,201,2012,1400,151000,-1,0,4400000,0,0,0,12
45,598,2018,2400,47500,-1,0,16290000,0,1,1,6
61,746,2008,1600,195000,-1,11,5500000,0,0,1,16
43,5586,2022,0,20400,-1,1,11000000,0,1,-1,2
52,679,2016,3000,143000,-1,0,6190000,0,0,-1,8
20,284,2018,2500,69000,-1,0,15500000,0,0,0,6
42,1437,2018,2100,199000,4,2,26990000,1,1,1,6
60,728,2023,2000,25000,-1,0,26000000,0,1,1,1
19,1058,2018,1400,93500,-1,2,7700000,0,0,0,6
209,5909,2021,5400,14000,-1,7,10500000,0,0,0,3
49,644,2013,1600,383161,-1,0,7800000,1,0,0,11
47,622,2014,2500,92000,-1,4,9250000,1,0,1,10
10,5882,2021,1500,16500,-1,3,7450000,0,0,0,3
45,598,2014,2400,87337,-1,0,8790000,0,1,-1,10
11,158,2011,1400,150000,-1,3,4500000,0,0,-1,13
61,744,2022,0,14526,-1,2,15990000,0,1,-1,2
9,5579,2022,1600,40000,5,0,8990000,0,0,0,2
64,780,2022,1600,18000,-1,0,9500000,0,0,0,2
112,5590,2021,0,44000,0,6,18190000,1,1,1,3
40,474,2018,2500,77420,1,0,17990000,0,1,1,6
10,5882,2021,1500,40725,-1,2,7590000,0,0,-1,3
19,1058,2018,0,83000,-1,2,7250000,1,0,-1,6
42,1435,2018,0,202800,0,8,14990000,1,0,-1,6
11,820,2019,1800,49045,0,6,10290000,0,0,0,5
27,333,2020,0,84000,-1,1,11990000,0,0,-1,4
22,304,2014,0,35000,1,0,3790000,0,0,-1,10
6,5803,2018,2000,85100,6,0,19990000,1,1,0,6
47,609,2017,2500,85000,-1,0,12490000,0,1,1,7
49,1360,2008,0,45088,-1,11,14490000,1,0,-1,16
13,988,2019,1200,92000,-1,11,6300000,0,0,0,5
64,5599,2022,1600,17000,-1,0,11990000,0,1,0,2
11,820,2018,1800,58000,-1,0,9980000,0,1,-1,6
33,410,2021,1200,112000,14,0,6890000,0,0,0,3
11,169,2017,2500,125000,-1,0,10590000,1,0,0,7
112,5590,2022,500,36000,-1,0,20500000,1,1,-1,2
42,5958,2023,1300,18000,-1,6,38900000,0,1,0,1
11,1693,2023,0,708,-1,0,11990000,0,1,-1,1
65,800,2017,0,82390,0,5,15590000,0,0,-1,7
64,792,2015,2000,174500,-1,2,12800000,1,1,1,9
33,420,1999,0,185000,-1,1,2200000,0,0,-1,25
61,750,2023,1500,2000,6,3,11490000,0,0,0,1
33,393,2018,2000,50000,-1,1,13490000,0,0,0,6
52,1404,2018,0,70090,-1,0,8990000,1,0,-1,6
6,1444,2021,2000,33188,-1,0,27900000,0,1,-1,3
40,468,2015,0,159893,-1,0,8650000,0,1,-1,9
16,241,2010,5700,142000,-1,4,6500000,0,1,-1,14
64,792,2016,2000,199559,6,4,12990000,1,0,0,8
27,350,2011,0,230000,-1,0,4500000,0,0,-1,13
40,474,2014,2000,141000,-1,8,11300000,0,0,1,10
11,158,2021,1500,42632,-1,2,7490000,0,0,-1,3
26,326,2022,1500,11000,-1,0,27990000,0,1,-1,2
33,396,2017,2400,50756,3,3,16980000,0,1,0,7
64,781,2016,2000,83000,-1,0,17500000,0,1,0,8
27,353,2020,0,83000,-1,8,8990000,0,0,-1,4
64,781,2018,1400,114000,0,0,13850000,0,1,0,6
6,1703,2017,2000,29650,-1,3,25480000,0,1,-1,7
13,208,2021,0,60000,0,3,17990000,1,1,-1,3
6,124,2010,1600,140000,-1,4,7500000,0,0,-1,14
63,762,1997,2400,258323,10,5,7800000,0,0,-1,27
49,657,2020,1600,118000,0,6,14990000,0,1,0,4
63,756,2016,1500,71000,-1,10,8300000,0,0,-1,8
40,474,2013,0,134677,-1,0,10000000,0,1,-1,11
61,734,2022,0,12183,6,0,16990000,0,0,1,2
20,284,2017,3200,150000,-1,2,15900000,1,0,1,7
11,175,2018,1500,123700,-1,0,5990000,0,0,-1,6
63,1322,2021,4000,66000,-1,0,39000000,0,1,1,3
40,470,2020,2000,70000,-1,0,11000000,0,1,0,4
65,802,2018,2000,106000,-1,2,13390000,1,1,0,6
65,802,2016,1600,100000000,-1,7,11200000,0,1,0,8
23,824,2017,0,100000000,-1,1,7000000,0,0,-1,7
47,624,2017,1600,69000,-1,4,6500000,0,0,-1,7
47,622,2021,2300,50000,-1,0,18500000,1,0,-1,3
11,170,2011,1800,129300,-1,3,5350000,0,0,0,13
6,1362,2015,0,75000,-1,0,11500000,0,0,-1,9
29,1689,2019,2000,74000,1,5,10990000,1,0,0,5
11,1693,2018,1400,75000,-1,11,8000000,0,0,0,6
20,298,2020,2000,21000,-1,0,20290000,0,1,-1,4
64,792,2020,2000,113831,-1,5,14500000,1,0,1,4
33,400,2015,1400,123000,-1,3,6000000,0,0,0,9
42,571,2014,0,94000,-1,11,13990000,0,1,-1,10
11,169,2018,2500,126000,3,0,11250000,1,0,1,6
60,723,2023,0,4743,-1,0,21500000,0,1,1,1
64,774,2016,0,91679,-1,0,10500000,0,1,-1,8
17,1365,2018,1300,29000,-1,0,5500000,0,0,-1,6
11,162,2005,1800,300000,-1,11,3000000,0,0,0,19
61,736,2016,1200,132000,-1,0,5990000,0,0,0,8
64,5900,2020,1600,34653,-1,2,13890000,0,1,0,4
47,627,2014,400,138000,-1,7,10490000,0,1,0,10
61,747,2015,0,87950,-1,3,7480000,0,0,-1,9
64,1335,2022,2000,38000,-1,0,19990000,1,0,0,2
63,762,2018,2400,90000,-1,0,18000000,1,0,0,6
26,329,2019,1500,86000,-1,4,8890000,0,0,-1,5
13,201,2020,1500,102000,1,5,9990000,1,0,0,4
33,410,2022,0,39990,9,2,8290000,0,0,-1,2
33,396,2011,0,157000,-1,3,8900000,1,1,-1,13
48,636,2016,1400,118000,-1,0,6390000,0,0,0,8
47,1454,2021,2300,111000,0,5,13990000,1,0,1,3
11,180,2008,1400,175000,-1,5,2800000,0,0,-1,16
47,1829,2018,1600,68000,-1,6,11550000,0,0,-1,6
61,5868,2022,1200,14500,-1,0,8990000,0,0,0,2
61,750,2020,1400,84038,-1,3,8000000,0,0,-1,4
27,339,2016,2500,125000,-1,4,12900000,1,0,-1,8
61,750,2019,1400,46000,-1,4,9000000,0,0,0,5
11,908,2015,5000,95000,-1,0,5190000,0,0,-1,9
40,5922,2022,2000,14000,-1,0,18500000,0,1,1,2
20,298,2018,2000,72000,-1,3,16500000,0,1,0,6
20,285,2006,1600,270000,-1,0,2200000,0,0,0,18
61,746,2014,1600,108400,-1,0,7000000,0,0,1,10
65,802,2014,1600,115000,-1,5,12890000,1,1,0,10
20,285,2016,2000,121000,-1,5,8500000,0,1,0,8
61,747,2019,2400,69700,-1,0,12500000,0,0,1,5
20,288,2023,5000,10963,7,1,48000000,0,1,0,1
10,6024,2016,0,101000,-1,0,3500000,0,0,-1,8
47,610,2013,1600,70000,-1,0,2000000,0,0,0,11
6,74,2019,0,42000,3,0,54900000,0,1,-1,5
6,122,2016,1600,88000,1,0,14990000,0,1,0,8
40,1447,2021,2000,24769,5,4,15190000,0,0,0,3
61,736,2015,1200,51000,-1,0,6300000,0,0,0,9
31,386,2022,0,41000,-1,6,27990000,0,1,-1,2
45,602,2006,0,160000,-1,0,4200000,1,0,-1,18
47,610,2012,1600,82000,-1,0,6500000,0,1,0,12
9,5579,2021,0,69588,-1,2,9290000,0,0,-1,3
64,5900,2021,1600,29002,12,3,10890000,0,0,0,3
40,467,2015,2000,28000,6,0,16980000,0,0,0,9
20,298,2023,2000,43000,0,1,27990000,0,1,1,1
63,1722,2021,1500,100000,0,5,13490000,0,1,0,3
61,5868,2023,1200,12500,-1,0,10590000,0,1,-1,1
19,266,2022,1400,25000,-1,0,8000000,0,0,0,2
45,602,2017,2400,230000,-1,6,14500000,1,0,-1,7
10,5882,2021,0,43500,0,8,7690000,0,0,-1,3
45,601,2016,1600,96,-1,0,6900000,0,0,-1,8
27,350,2008,0,169800,-1,0,4100000,0,0,-1,16
61,736,2020,1200,62000,-1,0,8500000,0,0,0,4
59,1450,2015,1600,118000,-1,0,7500000,0,1,0,9
112,5590,2020,2800,137000,-1,0,12995000,1,1,1,4
65,5849,2019,2000,65000,-1,5,23990000,0,1,1,5
47,1454,2016,2300,198000,11,0,15490000,1,1,1,8
20,5964,2021,1500,25000,-1,0,16890000,0,1,0,3
27,338,2012,0,215000,-1,0,6890000,0,0,-1,12
33,410,2023,1200,9065,0,0,8717204,0,0,0,1
47,621,2007,3500,173000,-1,0,3590000,0,1,-1,17
40,1447,2017,2000,72454,-1,0,11600000,0,1,-1,7
11,156,2020,5300,48000,-1,0,34000000,0,1,1,4
23,824,2018,0,64000,-1,0,7990000,0,0,0,6
33,407,2013,1600,190000,-1,0,6000000,0,0,-1,11
64,774,2019,2000,39900,-1,0,27990000,0,1,0,5
27,5877,2018,1600,81700,-1,0,12990000,3,1,-1,6
23,5940,2019,2200,34159,-1,0,12000000,0,0,0,5
33,400,2012,1400,164000,-1,6,6300000,0,0,0,12
47,613,2011,0,189000,-1,2,7500000,0,0,-1,13
49,810,2022,0,20100,-1,3,16000000,1,0,-1,2
49,654,2009,1600,115000,-1,0,3990000,0,0,0,15
64,780,2021,1600,41160,1,0,8890000,0,0,0,3
31,382,2018,0,77000,-1,2,23000000,0,1,-1,6
42,1185,2013,6200,89800,0,0,32970000,0,1,0,11
15,226,2012,1500,91000,-1,0,8500000,0,1,0,12
61,747,2016,2400,160000,-1,5,9000000,0,1,-1,8
63,1722,2017,1500,105000,-1,0,8500000,0,0,-1,7
10,5583,2019,1500,37000,-1,0,7500000,0,1,0,5
27,333,2019,2000,41000,-1,0,13600000,0,0,0,5
60,723,2014,2000,185000,-1,0,9800000,0,0,1,10
11,944,2016,1200,100000000,-1,0,5500000,0,0,-1,8
4,43,2020,3000,46000,-1,0,41900000,1,1,1,4
10,5583,2018,0,72185,-1,0,6290000,0,0,-1,6
6,74,2013,0,120000,-1,2,18490000,1,1,-1,11
64,1335,2019,2000,88000,0,0,12480000,1,0,-1,5
63,760,2017,2000,81000,-1,0,11900000,0,0,0,7
26,326,2008,2400,187000,-1,0,4950000,0,1,-1,16
44,1717,2015,1500,79946,-1,11,12900000,0,0,-1,9
29,6000,2023,1500,11877,5,3,11390000,0,0,0,1
60,723,2016,0,113000,-1,0,16000000,0,1,1,8
34,422,2007,0,172000,-1,0,9500000,1,1,-1,17
61,736,2019,0,3850,-1,0,9500000,0,0,-1,5
52,819,2018,1600,51000,-1,1,6500000,0,0,-1,6
11,156,2022,0,17470,-1,0,38990000,0,1,-1,2
27,353,2016,1400,141800,-1,0,8000000,0,0,0,8
64,781,2006,1600,199700,-1,0,4100000,0,0,0,18
43,5586,2020,0,25500,-1,0,9500000,0,1,-1,4
63,763,2005,1600,200000,-1,0,4500000,0,0,0,19
40,470,2015,0,165000,-1,0,11111111,0,0,-1,9
29,1403,2015,2000,69000,-1,0,6700000,0,0,0,9
63,762,2013,3000,365000,-1,2,13500000,1,0,1,11
6,111,2012,3000,128000,-1,5,25990990,0,1,0,12
13,213,2020,1600,60000,-1,2,9500000,1,0,-1,4
72,1408,2021,1500,34000,-1,0,12000000,0,0,-1,3
64,774,2021,0,48000,-1,0,18500000,0,1,-1,3
4,44,2010,2000,160000,-1,11,10000000,0,1,1,14
27,339,2019,2500,135000,-1,3,17900000,1,0,-1,5
61,746,2013,0,150000,-1,8,8900000,0,1,-1,11
16,6109,2020,0,98000,3,0,42900000,0,1,-1,4
11,170,2016,1800,102587,0,3,8100000,0,1,0,8
20,286,2021,0,47000,-1,2,36500000,0,1,-1,3
29,6027,2023,1500,2000,5,0,10180000,0,0,0,1
49,654,2016,1600,198000,-1,3,9980000,1,1,0,8
63,767,2009,4000,190000,-1,3,16500000,0,1,1,15
27,338,2008,0,183980,-1,0,6300000,0,0,-1,16
42,571,2018,1600,56000,-1,0,22700000,0,1,-1,6
63,767,2008,4000,188000,-1,2,13750000,0,1,-1,16
64,781,2017,2000,67000,-1,0,16490000,0,1,0,7
64,1372,2014,1600,153000,1,4,4590000,0,0,0,10
20,288,2019,5000,23235,-1,0,31980000,0,1,-1,5
19,1058,2016,1400,138000,-1,11,4900000,0,0,0,8
33,400,2018,1400,88000,-1,0,8300000,0,0,0,6
4,43,2011,3000,182119,6,0,11490000,0,1,1,13
45,602,2021,2400,39874,-1,0,15990000,1,0,-1,3
11,173,2019,2800,86447,-1,0,18990000,1,1,1,5
64,5900,2022,0,11530,9,0,12490000,0,0,0,2
63,762,2019,2400,54000,0,1,19990000,1,0,1,5
52,685,2014,2000,158500,-1,0,5000000,0,0,0,10
9,5865,2023,1500,7500,-1,0,17950000,0,1,0,1
33,393,2015,2000,138000,-1,0,7990000,0,1,-1,9
57,708,2018,0,159120,-1,0,9000000,0,1,-1,6
11,172,2005,1600,1,-1,1,900000,0,0,0,19
47,616,2018,2000,67000,-1,0,9450000,0,0,-1,6
59,720,2021,2200,61000,-1,0,20000000,1,0,1,3
45,602,2021,2400,150000,-1,0,18980000,1,0,1,3
19,5603,2019,0,19000,-1,6,3650000,0,0,-1,5
6,68,2012,0,119000,3,0,17980000,0,1,-1,12
50,664,2016,3000,148000,-1,5,38900000,1,1,1,8
45,1635,2021,3000,18000,-1,0,23400000,1,0,0,3
42,1438,2017,0,102321,0,4,33000000,1,0,1,7
38,453,2018,2200,122000,-1,6,9200000,1,0,0,6
11,176,2022,1500,35000,0,5,14990000,0,1,0,2
31,381,2012,2400,165000,-1,0,8000000,0,1,1,12
61,736,2023,1200,22300,-1,0,8900000,0,0,0,1
64,792,2018,2000,83000,-1,11,14490000,1,0,0,6
64,780,1999,1600,999999,-1,4,1000000,0,0,0,25
76,5658,2018,0,120000,-1,8,5500000,0,0,-1,6
11,167,2018,1500,74900,8,0,12490000,0,1,0,6
9,5962,2023,1900,20000,-1,5,16000000,0,0,0,1
27,347,2011,1400,198000,-1,6,4350000,0,0,0,13
26,322,2014,3500,152611,-1,0,10500000,0,1,1,10
61,5943,2022,1000,9371,0,0,7100000,0,0,0,2
45,602,2012,2500,172000,-1,0,9200000,1,0,0,12
22,6042,2023,0,18400,0,0,14090000,0,1,-1,1
49,654,2009,1600,178000,-1,11,2500000,0,0,-1,15
63,756,2018,1500,190000,-1,0,8290000,0,0,-1,6
27,353,2017,0,62200,-1,8,9800000,0,0,-1,7
33,401,2020,1400,100000000,-1,3,8990000,0,1,-1,4
27,6007,2022,2200,48113,-1,0,25690000,1,1,-1,2
11,176,2014,0,115000,-1,0,9000000,1,0,-1,10
31,380,2011,0,101000,-1,10,17000000,0,1,-1,13
33,393,2018,2000,94245,-1,4,14000000,0,0,-1,6
43,5586,2018,1500,51000,-1,3,8790000,0,1,0,6
63,762,2018,0,105000,-1,2,14900000,1,0,-1,6
40,474,2015,0,90000,-1,2,9990000,0,1,-1,9
49,810,2020,1200,97000,-1,0,8500000,0,0,0,4
27,340,2009,2500,299000,-1,0,9000000,1,0,0,15
29,1509,2020,1600,37974,-1,0,8290000,0,0,-1,4
47,622,2021,2300,67000,-1,0,19900000,1,0,1,3
11,169,2018,2500,137000,5,1,13990000,1,0,1,6
63,757,2008,0,206000,-1,0,17500000,0,1,-1,16
47,610,2023,1600,1300,-1,0,11890000,0,0,0,1
45,602,2021,2400,105000,-1,0,15990000,1,0,0,3
40,470,2015,2000,76000,0,0,10780000,0,1,0,9
64,780,2018,1600,54864,0,0,6950000,0,0,0,6
43,5586,2020,0,64000,-1,0,8990000,0,1,-1,4
6,68,2014,3000,160000,-1,15,21800000,0,1,1,10
33,393,2013,2000,120312,-1,2,7990000,0,0,-1,11
63,757,2013,0,133900,-1,0,5500000,0,0,-1,11
40,470,2005,1600,160000,-1,0,3200000,0,0,-1,19
33,1161,2018,0,96412,3,4,18890000,0,1,-1,6
11,161,2006,1600,0,-1,0,3400000,0,0,-1,18
47,613,2014,0,130000,-1,0,7590000,0,0,-1,10
49,1360,2023,1200,3100,-1,0,21390000,0,1,0,1
20,5964,2023,0,10000,-1,3,18490000,0,1,-1,1
60,725,2016,2000,130000,8,0,15190000,1,1,1,8
45,602,2022,2400,67000,5,0,17990000,1,0,1,2
49,1360,2022,1500,49106,6,4,17490000,1,0,0,2
40,471,2009,1500,205000,-1,6,4800000,0,0,0,15
28,1664,2020,2000,29800,4,0,19990000,0,1,-1,4
20,291,2018,1600,78256,-1,3,6980000,0,0,-1,6
19,267,2018,1600,134600,-1,5,8200000,0,0,0,6
16,241,2014,3600,94000,3,0,10800000,0,1,1,10
34,6099,2017,0,66100,0,0,40990000,0,1,-1,7
63,756,2019,1500,100000000,-1,5,11200000,0,0,-1,5
31,382,2007,3000,302,-1,11,8000000,1,1,1,17
33,400,2021,1600,21000,-1,0,12980000,0,0,0,3
11,173,2012,2900,232000,-1,0,6800000,0,1,0,12
17,6057,2022,1600,8000,16,0,7990000,0,0,0,2
29,1685,2019,1500,28089,-1,6,8750000,0,0,-1,5
22,6042,2023,1500,11000,-1,0,14900000,0,1,0,1
61,747,2019,2400,61000,-1,0,8000000,0,0,1,5
45,602,2020,2400,158000,-1,3,15500000,1,0,1,4
45,598,2017,0,113000,6,0,10490000,0,0,0,7
65,802,2014,1600,97000,-1,0,10000000,0,1,0,10
27,335,2005,0,312000,-1,5,4000000,1,0,-1,19
27,353,2012,0,67000,-1,0,6200000,0,0,-1,12
13,213,2018,1600,175000,-1,1,7000000,1,0,0,6
72,1409,2024,200,3200,-1,0,19000000,0,1,-1,0
10,137,2014,0,168000,-1,0,2500000,0,0,-1,10
63,1322,2013,4000,153000,-1,0,22000000,0,1,1,11
9,5962,2022,0,57000,-1,6,18490000,1,0,1,2
31,385,2018,2400,56000,-1,11,13200000,0,0,0,6
9,1673,2023,1500,10800,-1,10,9500000,0,0,0,1
40,474,2017,0,59000,-1,3,16700000,0,1,1,7
26,325,2010,1300,100000000,6,0,4490000,0,1,0,14
33,410,2021,0,45000,0,5,7290000,0,0,-1,3
9,823,2019,1600,16300,-1,9,7500000,0,0,0,5
40,474,2019,2000,71000,-1,0,14990000,0,0,0,5
40,5922,2020,2000,50000,-1,0,16500000,0,0,0,4
27,1471,2016,1600,97000,-1,0,8990000,0,0,-1,8
20,286,2016,0,78000,-1,0,18000000,1,1,-1,8
27,1471,2017,1600,100600,-1,2,9850000,0,0,-1,7
13,201,2020,0,63000,-1,0,13280000,1,0,-1,4
216,6085,2022,2000,12000,1,0,22880000,0,1,0,2
60,725,2006,0,270000,-1,0,5400000,0,1,-1,18
6,1698,2019,2000,100000000,-1,0,28880000,0,1,-1,5
47,609,2022,2500,8306,-1,0,18790000,0,0,-1,2
34,422,2017,2000,93700,3,1,22990000,0,1,1,7
45,602,2016,6500,6500,-1,0,19450000,1,0,0,8
27,340,2006,2500,500000,-1,0,4800000,1,0,0,18
27,1691,2018,1200,100000000,-1,1,6990000,0,0,0,6
20,284,2007,2300,159000,-1,0,5500000,0,0,-1,17
31,385,2015,2400,114939,-1,0,8990000,0,1,1,9
13,213,2018,0,110930,-1,0,5490000,1,0,-1,6
19,1640,2019,1400,79000,-1,8,10500000,0,0,0,5
59,719,2014,2000,205000,-1,6,10000000,1,0,-1,10
63,763,2007,1600,235310,-1,0,4950000,0,0,0,17
33,393,2019,2000,65000,-1,0,17900000,0,0,-1,5
11,156,2019,5300,86000,-1,1,32500000,0,1,1,5
20,287,2017,2000,125000,-1,10,13500000,1,0,0,7
47,1454,2015,0,174000,-1,1,12500000,1,0,-1,9
44,593,2017,0,53000,-1,0,16990000,0,1,-1,7
33,5885,2021,1400,53000,-1,1,4500000,0,0,0,3
49,647,2018,1300,218000,-1,1,6900000,1,0,-1,6
6,68,2014,3000,91000,-1,0,23500000,1,1,1,10
33,393,2019,2000,100000,-1,4,16300000,0,1,0,5
